locality,zone,bhk,total_sqft,bathrooms,balconies,age_years,floor_no,total_floors,floor_ratio,sqft_per_bhk,property_type,amenities_score,parking,distance_to_it_park_km
Wakad,Mid-tier,1,612.4,1,2.0,12,2,4,0.5,612.4,Apartment,1,1,5.3
Chinchwad,Outskirts,1,740.8,1,1.0,3,15,17,0.8823529411764706,740.8,Builder Floor,5,1,6.3
Undri,Outskirts,3,1886.3,4,,12,8,26,0.3076923076923077,628.7666666666667,Apartment,1,1,7.6
Swargate,Central,3,1538.5,3,2.0,5,1,5,0.2,512.8333333333334,Apartment,1,1,12.5
Moshi,Outskirts,2,1164.4,2,1.0,12,22,28,0.7857142857142857,582.2,Apartment,3,1,4.2
Hinjewadi,Mid-tier,2,1253.5,3,,8,14,29,0.4827586206896552,626.75,Builder Floor,4,0,2.9
NIBM Road,Outskirts,3,1156.3,3,2.0,3,7,11,0.6363636363636364,385.43333333333334,Apartment,2,1,8.0
Balewadi,IT Corridor,2,1115.2,3,3.0,2,16,27,0.5925925925925926,557.6,Apartment,3,0,6.1
Kondhwa,Outskirts,2,996.0,3,1.0,3,6,23,0.2608695652173913,498.0,Apartment,5,0,3.6
Undri,Outskirts,3,1455.3,3,2.0,3,9,25,0.36,485.09999999999997,Apartment,2,1,3.0
Ravet,Mid-tier,2,992.7,3,0.0,3,5,20,0.25,496.35,Apartment,2,1,9.8
Sinhgad Road,Outskirts,3,1561.6,3,1.0,2,12,23,0.5217391304347826,520.5333333333333,Builder Floor,3,1,5.3
NIBM Road,Outskirts,2,1065.0,3,1.0,2,18,24,0.75,532.5,Apartment,3,0,5.2
Hinjewadi,Mid-tier,1,729.5,1,2.0,3,14,25,0.56,729.5,Apartment,3,0,4.1
Shivaji Nagar,Central,1,493.3,2,1.0,5,8,12,0.6666666666666666,493.3,Villa,1,0,1.2
Somwar Peth,Central,1,650.4,1,1.0,8,0,22,0.0,650.4,Apartment,5,1,1.0
Narhe,Outskirts,2,1354.9,3,3.0,3,11,22,0.5,677.45,Apartment,4,1,5.6
Moshi,Outskirts,2,1226.1,2,1.0,2,20,26,0.7692307692307693,613.05,Apartment,2,1,6.8
Wakad,Mid-tier,2,1208.6,3,1.0,18,12,14,0.8571428571428571,604.3,Builder Floor,4,0,2.7
Chinchwad,Outskirts,3,1519.8,4,2.0,0,0,16,0.0,506.59999999999997,Apartment,5,0,9.4
Bavdhan,Mid-tier,3,1798.8,3,0.0,8,3,4,0.75,599.6,Apartment,1,1,5.8
Narayan Peth,Central,4,1881.7,4,2.0,18,22,23,0.9565217391304348,470.425,Apartment,5,0,10.4
Hinjewadi,Mid-tier,2,957.1,3,3.0,8,9,25,0.36,478.55,Apartment,3,1,3.8
Kondhwa,Outskirts,1,626.9,1,1.0,8,1,5,0.2,626.9,Builder Floor,2,1,5.2
Koregaon Park,Premium West,2,863.8,2,2.0,25,17,21,0.8095238095238095,431.9,Apartment,1,1,14.9
Baner,Premium West,3,1611.3,3,2.0,5,11,11,1.0,537.1,Apartment,4,0,0.7
Balewadi,IT Corridor,2,1045.1,2,1.0,8,1,5,0.2,522.55,Builder Floor,1,1,2.8
Viman Nagar,IT Corridor,2,1054.6,3,1.0,8,5,9,0.5555555555555556,527.3,Apartment,0,1,0.8
NIBM Road,Outskirts,2,997.2,2,1.0,1,18,29,0.6206896551724138,498.6,Builder Floor,2,1,1.3
Moshi,Outskirts,4,2463.8,5,1.0,2,10,19,0.5263157894736842,615.95,Apartment,0,1,3.1
Somwar Peth,Central,2,1092.9,2,1.0,1,11,25,0.44,546.45,Apartment,1,1,0.5
Camp,Central,3,1570.5,3,0.0,5,0,15,0.0,523.5,Apartment,1,0,0.0
Kothrud,IT Corridor,2,940.5,3,2.0,1,1,18,0.05555555555555555,470.25,Apartment,5,1,12.5
Narayan Peth,Central,3,1851.4,4,2.0,25,5,5,1.0,617.1333333333333,Apartment,0,0,4.6
Kharadi,IT Corridor,3,1817.9,3,2.0,5,16,28,0.5714285714285714,605.9666666666667,Apartment,0,1,8.5
Viman Nagar,IT Corridor,2,867.9,2,2.0,8,0,7,0.0,433.95,Apartment,1,1,2.6
Koregaon Park,Premium West,5,2441.3,6,0.0,12,16,20,0.8,488.26000000000005,Apartment,1,1,4.2
Camp,Central,4,1716.7,4,2.0,8,18,18,1.0,429.175,Apartment,5,0,0.0
Koregaon Park,Premium West,2,1096.1,2,3.0,0,3,17,0.17647058823529413,548.05,Apartment,0,1,8.4
Wakad,Mid-tier,2,654.4,2,1.0,12,3,20,0.15,327.2,Apartment,2,1,6.5
Swargate,Central,3,1805.0,3,1.0,25,17,19,0.8947368421052632,601.6666666666666,Builder Floor,1,1,6.5
NIBM Road,Outskirts,3,1599.0,3,2.0,1,1,26,0.038461538461538464,533.0,Apartment,4,1,4.2
Ravet,Mid-tier,4,2597.4,4,2.0,18,1,5,0.2,649.35,Builder Floor,1,0,11.9
Magarpatta,Mid-tier,3,1807.8,3,2.0,3,10,10,1.0,602.6,Apartment,3,1,5.8
Kondhwa,Outskirts,2,1244.8,2,2.0,3,3,6,0.5,622.4,Apartment,4,1,15.5
Hadapsar,Outskirts,3,1506.7,3,0.0,3,4,5,0.8,502.23333333333335,Apartment,1,1,10.5
Aundh,Premium West,4,2025.5,4,1.0,8,16,17,0.9411764705882353,506.375,Apartment,0,1,9.2
NIBM Road,Outskirts,3,1508.8,3,3.0,3,11,26,0.4230769230769231,502.93333333333334,Apartment,0,1,4.7
Kharadi,IT Corridor,3,1692.6,3,2.0,8,2,22,0.09090909090909091,564.1999999999999,Builder Floor,3,0,6.0
Kothrud,IT Corridor,2,1212.7,2,,8,5,7,0.7142857142857143,606.35,Builder Floor,3,1,6.4
Kharadi,IT Corridor,2,947.4,3,1.0,5,4,12,0.3333333333333333,473.7,Apartment,5,1,8.6
Moshi,Outskirts,2,1120.3,3,2.0,5,0,15,0.0,560.15,Apartment,1,1,5.3
Viman Nagar,IT Corridor,1,684.7,2,2.0,2,3,19,0.15789473684210525,684.7,Apartment,2,0,4.5
Undri,Outskirts,3,1281.4,3,,5,8,16,0.5,427.1333333333334,Apartment,1,0,5.7
Somwar Peth,Central,4,1941.4,5,2.0,3,2,28,0.07142857142857142,485.35,Apartment,2,1,6.2
Kharadi,IT Corridor,3,1732.8,3,3.0,1,16,19,0.8421052631578947,577.6,Builder Floor,3,1,8.7
Somwar Peth,Central,3,1624.1,3,0.0,8,3,7,0.42857142857142855,541.3666666666667,Apartment,3,1,10.8
Kiwale,Outskirts,4,2031.7,5,1.0,2,3,19,0.15789473684210525,507.925,Apartment,0,0,4.5
Ravet,Mid-tier,4,2045.3,4,2.0,5,22,22,1.0,511.325,Apartment,3,1,11.8
Narhe,Outskirts,2,944.6,2,1.0,8,12,13,0.9230769230769231,472.3,Apartment,0,1,9.8
Sinhgad Road,Outskirts,2,916.1,2,2.0,3,1,9,0.1111111111111111,458.05,Apartment,2,1,12.7
Bavdhan,Mid-tier,2,883.1,2,0.0,5,0,6,0.0,441.55,Apartment,1,1,8.1
Kiwale,Outskirts,2,1071.3,3,0.0,8,16,18,0.8888888888888888,535.65,Apartment,2,1,9.5
Baner,Premium West,1,539.8,1,2.0,18,8,9,0.8888888888888888,539.8,Builder Floor,5,1,11.1
Shivaji Nagar,Central,3,1389.0,4,1.0,5,7,18,0.3888888888888889,463.0,Builder Floor,3,0,11.5
Balewadi,IT Corridor,3,1438.9,3,2.0,5,20,21,0.9523809523809523,479.6333333333334,Apartment,4,1,4.7
Balewadi,IT Corridor,2,1087.6,2,0.0,18,8,15,0.5333333333333333,543.8,Apartment,5,1,3.1
Hadapsar,Outskirts,3,1361.0,3,3.0,12,7,20,0.35,453.6666666666667,Builder Floor,5,1,4.8
Kothrud,IT Corridor,2,1126.3,2,1.0,0,3,16,0.1875,563.15,Apartment,4,1,12.8
Bavdhan,Mid-tier,2,1268.8,2,3.0,1,13,24,0.5416666666666666,634.4,Apartment,2,1,6.5
Kondhwa,Outskirts,3,1640.2,4,2.0,5,4,15,0.26666666666666666,546.7333333333333,Apartment,5,0,6.8
Kalyani Nagar,Premium West,1,682.1,2,2.0,5,8,8,1.0,682.1,Apartment,1,1,4.1
Shivaji Nagar,Central,2,1001.8,2,1.0,25,17,22,0.7727272727272727,500.9,Apartment,1,1,13.0
Shivaji Nagar,Central,3,1961.3,4,1.0,3,0,27,0.0,653.7666666666667,Apartment,1,1,0.7
Kharadi,IT Corridor,2,1204.7,2,1.0,8,3,29,0.10344827586206896,602.35,Apartment,4,1,6.6
Swargate,Central,2,1045.3,3,1.0,1,4,7,0.5714285714285714,522.65,Apartment,3,0,13.2
Bavdhan,Mid-tier,3,1457.1,3,2.0,1,3,8,0.375,485.7,Apartment,5,1,4.5
Camp,Central,3,1376.5,3,0.0,3,6,17,0.35294117647058826,458.8333333333333,Apartment,3,1,5.3
Aundh,Premium West,3,1406.3,3,2.0,18,0,24,0.0,468.76666666666665,Builder Floor,4,1,6.0
Moshi,Outskirts,2,966.4,2,3.0,5,7,7,1.0,483.2,Apartment,5,1,3.1
Koregaon Park,Premium West,2,963.5,3,1.0,3,2,29,0.06896551724137931,481.75,Builder Floor,3,1,3.2
Narayan Peth,Central,3,1430.4,3,2.0,8,7,12,0.5833333333333334,476.8,Apartment,1,0,0.8
Viman Nagar,IT Corridor,2,1326.2,3,3.0,12,16,16,1.0,663.1,Builder Floor,4,1,5.1
Somwar Peth,Central,3,1263.0,4,1.0,1,3,18,0.16666666666666666,421.0,Apartment,2,0,6.6
Wakad,Mid-tier,1,569.7,1,0.0,5,4,4,1.0,569.7,Apartment,5,1,8.5
Moshi,Outskirts,4,2289.8,4,0.0,8,17,20,0.85,572.45,Villa,2,0,6.4
Narhe,Outskirts,1,633.7,2,0.0,2,17,23,0.7391304347826086,633.7,Apartment,4,0,12.5
Boat Club Road,Premium West,2,1187.9,2,2.0,3,16,19,0.8421052631578947,593.95,Builder Floor,1,1,7.6
Undri,Outskirts,1,589.7,1,0.0,2,5,9,0.5555555555555556,589.7,Apartment,1,0,1.8
Boat Club Road,Premium West,3,1446.7,3,0.0,0,3,4,0.75,482.23333333333335,Apartment,4,1,13.7
Bavdhan,Mid-tier,3,1379.7,3,1.0,12,0,4,0.0,459.90000000000003,Apartment,1,1,5.6
Shivaji Nagar,Central,3,1747.4,4,2.0,2,22,22,1.0,582.4666666666667,Apartment,4,1,7.0
Boat Club Road,Premium West,1,562.5,1,,2,9,14,0.6428571428571429,562.5,Apartment,0,1,1.6
Moshi,Outskirts,5,2788.8,6,1.0,2,3,17,0.17647058823529413,557.76,Villa,4,1,5.7
Kalyani Nagar,Premium West,5,3289.5,5,2.0,3,1,7,0.14285714285714285,657.9,Apartment,5,1,8.2
Shivaji Nagar,Central,2,1105.4,3,2.0,3,4,11,0.36363636363636365,552.7,Apartment,0,0,4.9
Kondhwa,Outskirts,2,821.4,2,2.0,3,5,21,0.23809523809523808,410.7,Apartment,5,0,0.7
Shivaji Nagar,Central,1,412.4,1,3.0,5,8,27,0.2962962962962963,412.4,Apartment,5,1,5.7
Moshi,Outskirts,4,2408.1,4,1.0,25,4,5,0.8,602.025,Villa,2,1,6.0
Sinhgad Road,Outskirts,2,1066.6,3,2.0,3,6,7,0.8571428571428571,533.3,Apartment,3,1,1.3
Boat Club Road,Premium West,3,1610.7,4,1.0,2,0,8,0.0,536.9,Apartment,4,1,7.8
Aundh,Premium West,4,1794.3,5,1.0,5,17,19,0.8947368421052632,448.575,Apartment,0,1,4.1
Kharadi,IT Corridor,3,1277.7,3,3.0,3,15,25,0.6,425.90000000000003,Apartment,0,1,6.6
Hadapsar,Outskirts,2,1332.6,2,0.0,5,5,12,0.4166666666666667,666.3,Apartment,0,1,8.8
Kiwale,Outskirts,3,1828.2,4,2.0,8,3,4,0.75,609.4,Apartment,1,0,4.2
Kalyani Nagar,Premium West,2,1316.8,3,1.0,2,2,20,0.1,658.4,Apartment,5,0,2.1
Viman Nagar,IT Corridor,3,1883.9,3,2.0,5,2,20,0.1,627.9666666666667,Apartment,3,1,4.2
Shivaji Nagar,Central,5,2553.3,5,2.0,5,15,22,0.6818181818181818,510.66,Apartment,3,1,4.0
Wagholi,Outskirts,3,1273.7,3,2.0,3,28,29,0.9655172413793104,424.56666666666666,Apartment,4,1,10.7
Hadapsar,Outskirts,2,1281.1,2,2.0,5,5,21,0.23809523809523808,640.55,Apartment,3,0,7.6
Baner,Premium West,3,1173.8,3,2.0,1,22,25,0.88,391.26666666666665,Apartment,4,0,4.2
Chinchwad,Outskirts,2,836.5,2,1.0,2,2,18,0.1111111111111111,418.25,Apartment,5,0,5.7
Boat Club Road,Premium West,1,615.8,1,2.0,18,27,28,0.9642857142857143,615.8,Apartment,0,1,6.4
NIBM Road,Outskirts,3,1770.1,4,2.0,8,5,6,0.8333333333333334,590.0333333333333,Apartment,3,1,5.8
Narhe,Outskirts,2,896.3,3,2.0,8,3,8,0.375,448.15,Apartment,5,1,11.0
Pashan,Premium West,4,2606.5,4,2.0,12,8,21,0.38095238095238093,651.625,Apartment,0,1,7.4
Balewadi,IT Corridor,2,1081.1,2,2.0,5,13,15,0.8666666666666667,540.55,Apartment,3,0,12.8
Boat Club Road,Premium West,3,1620.1,3,1.0,3,4,29,0.13793103448275862,540.0333333333333,Apartment,0,1,4.5
Ravet,Mid-tier,3,1821.4,3,1.0,2,18,20,0.9,607.1333333333333,Apartment,4,1,1.8
NIBM Road,Outskirts,3,1399.5,3,2.0,8,6,8,0.75,466.5,Apartment,0,1,6.4
Somwar Peth,Central,4,2360.0,5,2.0,25,6,15,0.4,590.0,Builder Floor,0,1,12.4
Kiwale,Outskirts,3,1687.9,3,0.0,5,3,13,0.23076923076923078,562.6333333333333,Apartment,3,1,3.4
Somwar Peth,Central,1,645.6,1,2.0,1,7,20,0.35,645.6,Builder Floor,1,1,12.5
Undri,Outskirts,2,1487.5,2,1.0,12,5,22,0.22727272727272727,743.75,Apartment,0,1,7.1
Balewadi,IT Corridor,3,1352.8,4,2.0,1,12,14,0.8571428571428571,450.93333333333334,Apartment,4,1,6.0
Shivaji Nagar,Central,2,1191.2,2,3.0,18,1,4,0.25,595.6,Villa,3,1,11.1
Viman Nagar,IT Corridor,1,656.2,1,1.0,8,13,22,0.5909090909090909,656.2,Apartment,3,1,16.2
Chinchwad,Outskirts,2,799.4,2,3.0,0,1,9,0.1111111111111111,399.7,Apartment,1,1,2.1
Narhe,Outskirts,2,1045.8,2,1.0,2,13,28,0.4642857142857143,522.9,Apartment,3,1,2.5
Kothrud,IT Corridor,3,1476.0,3,2.0,5,0,13,0.0,492.0,Apartment,0,0,1.8
Wakad,Mid-tier,3,1753.0,3,2.0,8,5,26,0.19230769230769232,584.3333333333334,Apartment,0,1,11.3
Kondhwa,Outskirts,1,722.2,1,2.0,3,27,29,0.9310344827586207,722.2,Apartment,4,0,7.7
Hadapsar,Outskirts,2,1255.7,3,2.0,3,24,27,0.8888888888888888,627.85,Apartment,0,1,1.1
Hinjewadi,Mid-tier,3,1491.5,3,2.0,8,1,8,0.125,497.1666666666667,Apartment,0,1,11.5
Somwar Peth,Central,2,838.6,2,1.0,2,3,26,0.11538461538461539,419.3,Apartment,0,1,6.3
Narayan Peth,Central,2,1034.8,2,2.0,1,4,7,0.5714285714285714,517.4,Apartment,5,1,1.4
Camp,Central,5,3277.7,5,2.0,25,0,17,0.0,655.54,Apartment,4,1,13.4
Narhe,Outskirts,3,1553.5,4,1.0,5,5,12,0.4166666666666667,517.8333333333334,Apartment,5,1,9.5
Hinjewadi,Mid-tier,1,697.9,2,0.0,0,16,20,0.8,697.9,Apartment,0,1,1.3
Baner,Premium West,2,1044.2,2,1.0,8,13,16,0.8125,522.1,Apartment,1,0,7.1
Undri,Outskirts,3,1538.7,3,1.0,12,11,13,0.8461538461538461,512.9,Apartment,3,1,4.6
Ravet,Mid-tier,2,1055.4,2,2.0,3,14,16,0.875,527.7,Apartment,4,1,8.4
Baner,Premium West,1,615.1,1,1.0,18,0,5,0.0,615.1,Apartment,1,1,10.4
Aundh,Premium West,1,645.5,1,,1,17,17,1.0,645.5,Villa,0,1,4.2
Camp,Central,2,694.6,2,,18,3,22,0.13636363636363635,347.3,Apartment,0,1,5.2
Kothrud,IT Corridor,2,1138.1,2,3.0,25,6,11,0.5454545454545454,569.05,Apartment,2,1,7.5
Kothrud,IT Corridor,3,2037.5,3,1.0,18,16,18,0.8888888888888888,679.1666666666666,Builder Floor,2,1,12.8
Hadapsar,Outskirts,3,1542.9,4,1.0,5,12,14,0.8571428571428571,514.3000000000001,Builder Floor,3,1,1.9
Balewadi,IT Corridor,3,1105.6,3,2.0,2,18,24,0.75,368.5333333333333,Apartment,0,1,4.5
Koregaon Park,Premium West,2,1020.1,2,2.0,3,7,16,0.4375,510.05,Apartment,3,1,5.7
Baner,Premium West,3,1585.7,3,3.0,8,2,18,0.1111111111111111,528.5666666666667,Builder Floor,5,1,6.4
Kondhwa,Outskirts,1,563.9,1,1.0,25,15,15,1.0,563.9,Builder Floor,2,1,4.6
Aundh,Premium West,3,1102.8,3,1.0,0,5,22,0.22727272727272727,367.59999999999997,Apartment,3,1,1.3
Ravet,Mid-tier,2,922.6,3,0.0,3,6,10,0.6,461.3,Apartment,2,1,6.4
Undri,Outskirts,3,1601.1,3,1.0,0,0,8,0.0,533.6999999999999,Apartment,0,1,0.4
Magarpatta,Mid-tier,2,921.3,2,2.0,8,4,28,0.14285714285714285,460.65,Apartment,2,1,11.3
Undri,Outskirts,4,2113.5,4,1.0,8,1,4,0.25,528.375,Apartment,3,1,13.1
Bavdhan,Mid-tier,2,1112.9,2,1.0,0,1,14,0.07142857142857142,556.45,Builder Floor,2,1,12.1
Kondhwa,Outskirts,2,837.2,2,2.0,8,9,13,0.6923076923076923,418.6,Apartment,2,1,10.2
Camp,Central,3,1261.7,3,1.0,8,26,26,1.0,420.56666666666666,Apartment,5,1,12.7
Koregaon Park,Premium West,3,1506.7,3,2.0,12,2,3,0.6666666666666666,502.23333333333335,Builder Floor,1,1,5.0
Kiwale,Outskirts,3,1494.2,3,1.0,25,2,7,0.2857142857142857,498.06666666666666,Apartment,5,0,0.6
Baner,Premium West,3,1112.0,3,2.0,18,2,18,0.1111111111111111,370.6666666666667,Apartment,0,1,9.6
Undri,Outskirts,2,761.2,2,0.0,2,13,24,0.5416666666666666,380.6,Apartment,0,0,10.5
Magarpatta,Mid-tier,2,975.1,2,3.0,5,4,5,0.8,487.55,Apartment,0,1,8.1
Narhe,Outskirts,4,1954.2,4,2.0,1,3,21,0.14285714285714285,488.55,Apartment,3,0,4.6
Magarpatta,Mid-tier,3,1212.2,3,1.0,8,7,11,0.6363636363636364,404.06666666666666,Apartment,2,1,6.2
Kalyani Nagar,Premium West,3,1255.1,3,1.0,5,6,9,0.6666666666666666,418.3666666666666,Builder Floor,0,1,13.3
Shivaji Nagar,Central,4,1866.2,4,1.0,18,3,25,0.12,466.55,Apartment,4,1,12.5
Kothrud,IT Corridor,1,626.6,2,1.0,18,6,7,0.8571428571428571,626.6,Apartment,1,1,6.1
NIBM Road,Outskirts,4,2220.7,4,2.0,3,14,22,0.6363636363636364,555.175,Apartment,3,1,5.7
Narayan Peth,Central,4,2313.0,4,,5,0,9,0.0,578.25,Apartment,5,1,9.0
Kalyani Nagar,Premium West,2,1236.0,3,1.0,1,0,3,0.0,618.0,Apartment,5,0,6.0
Sinhgad Road,Outskirts,5,2605.4,5,2.0,0,6,9,0.6666666666666666,521.08,Builder Floor,3,1,3.0
Camp,Central,2,1153.9,2,2.0,8,4,18,0.2222222222222222,576.95,Apartment,2,0,7.2
Undri,Outskirts,4,2103.4,4,1.0,5,5,7,0.7142857142857143,525.85,Apartment,0,1,3.2
Wakad,Mid-tier,2,705.3,2,2.0,8,0,25,0.0,352.65,Apartment,0,1,17.1
Baner,Premium West,2,1236.6,2,2.0,8,2,23,0.08695652173913043,618.3,Builder Floor,1,1,11.7
Kothrud,IT Corridor,2,1046.4,3,1.0,5,5,7,0.7142857142857143,523.2,Apartment,1,1,11.7
Moshi,Outskirts,3,1037.1,3,1.0,18,7,26,0.2692307692307692,345.7,Apartment,1,1,4.8
Ravet,Mid-tier,2,1066.9,2,0.0,25,12,12,1.0,533.45,Apartment,5,0,15.1
Ravet,Mid-tier,1,524.4,1,2.0,5,1,14,0.07142857142857142,524.4,Apartment,0,1,9.6
Kalyani Nagar,Premium West,2,1152.2,2,2.0,3,11,11,1.0,576.1,Apartment,4,1,5.0
Narayan Peth,Central,3,1254.0,4,3.0,5,0,5,0.0,418.0,Apartment,4,1,3.3
Magarpatta,Mid-tier,4,2070.9,4,1.0,18,4,4,1.0,517.725,Builder Floor,5,1,1.4
Bavdhan,Mid-tier,3,865.3,3,1.0,8,6,29,0.20689655172413793,288.43333333333334,Apartment,4,1,8.3
Boat Club Road,Premium West,3,1407.8,3,1.0,3,0,5,0.0,469.26666666666665,Apartment,0,1,3.8
Pashan,Premium West,5,3607.5,5,2.0,5,17,25,0.68,721.5,Apartment,5,1,7.9
Kharadi,IT Corridor,1,554.7,1,1.0,3,22,29,0.7586206896551724,554.7,Apartment,0,1,4.7
Kharadi,IT Corridor,4,2102.3,5,2.0,2,14,24,0.5833333333333334,525.575,Apartment,2,1,3.8
Narayan Peth,Central,2,1059.9,2,2.0,1,5,16,0.3125,529.95,Apartment,2,1,10.1
Kalyani Nagar,Premium West,3,1580.0,4,2.0,8,14,27,0.5185185185185185,526.6666666666666,Apartment,1,0,4.4
Shivaji Nagar,Central,4,1567.1,4,0.0,18,0,4,0.0,391.775,Apartment,4,1,12.3
Somwar Peth,Central,2,885.4,2,1.0,18,8,12,0.6666666666666666,442.7,Apartment,1,1,8.8
Camp,Central,3,1590.1,3,2.0,18,0,16,0.0,530.0333333333333,Apartment,3,1,4.7
Pashan,Premium West,2,1172.6,2,3.0,3,1,3,0.3333333333333333,586.3,Apartment,1,1,6.9
Hadapsar,Outskirts,2,981.8,2,1.0,8,4,9,0.4444444444444444,490.9,Builder Floor,0,1,8.0
Hinjewadi,Mid-tier,2,1046.9,2,,2,12,19,0.631578947368421,523.45,Apartment,5,1,13.7
Swargate,Central,3,1505.0,3,0.0,12,17,24,0.7083333333333334,501.6666666666667,Apartment,2,1,6.1
Bavdhan,Mid-tier,2,1152.4,2,1.0,8,4,4,1.0,576.2,Builder Floor,0,1,12.5
Wakad,Mid-tier,4,1977.1,4,1.0,25,10,15,0.6666666666666666,494.275,Apartment,4,0,3.0
NIBM Road,Outskirts,2,1087.0,2,2.0,1,17,18,0.9444444444444444,543.5,Apartment,2,0,7.5
Camp,Central,4,2015.7,5,0.0,1,7,9,0.7777777777777778,503.925,Builder Floor,0,1,6.5
Camp,Central,2,960.3,2,0.0,3,27,29,0.9310344827586207,480.15,Apartment,1,1,6.6
Boat Club Road,Premium West,3,1539.2,3,2.0,12,5,14,0.35714285714285715,513.0666666666667,Builder Floor,4,1,10.5
Somwar Peth,Central,3,1674.4,3,2.0,3,6,9,0.6666666666666666,558.1333333333333,Apartment,3,1,13.7
NIBM Road,Outskirts,2,1301.1,2,1.0,2,4,16,0.25,650.55,Apartment,2,1,4.6
Wagholi,Outskirts,3,1825.4,3,1.0,3,5,9,0.5555555555555556,608.4666666666667,Apartment,2,1,10.7
Kothrud,IT Corridor,4,1905.1,5,1.0,3,12,13,0.9230769230769231,476.275,Apartment,3,1,4.8
Kharadi,IT Corridor,1,589.4,1,1.0,1,4,20,0.2,589.4,Apartment,0,1,7.0
Bavdhan,Mid-tier,2,1161.8,2,2.0,12,10,26,0.38461538461538464,580.9,Apartment,1,1,8.0
Narhe,Outskirts,1,634.3,1,1.0,3,7,7,1.0,634.3,Villa,2,1,3.7
Somwar Peth,Central,3,1498.6,4,1.0,18,14,28,0.5,499.5333333333333,Apartment,3,1,7.0
Wakad,Mid-tier,2,1338.2,2,2.0,12,1,21,0.047619047619047616,669.1,Villa,4,1,0.3
Sinhgad Road,Outskirts,3,1325.4,4,3.0,8,13,25,0.52,441.8,Builder Floor,3,1,14.1
Hinjewadi,Mid-tier,3,1418.0,3,1.0,5,4,29,0.13793103448275862,472.6666666666667,Apartment,0,0,2.0
Chinchwad,Outskirts,3,1839.4,4,1.0,5,5,27,0.18518518518518517,613.1333333333333,Apartment,1,1,9.0
Swargate,Central,3,1442.3,3,2.0,3,9,27,0.3333333333333333,480.76666666666665,Villa,1,1,2.0
Kiwale,Outskirts,3,1035.1,3,2.0,0,6,20,0.3,345.0333333333333,Apartment,0,1,7.7
Koregaon Park,Premium West,2,846.5,3,1.0,5,5,6,0.8333333333333334,423.25,Builder Floor,5,1,3.8
Moshi,Outskirts,1,650.0,1,2.0,8,0,28,0.0,650.0,Apartment,5,1,8.3
Wagholi,Outskirts,4,2022.8,4,1.0,2,13,13,1.0,505.7,Apartment,3,1,7.3
Chinchwad,Outskirts,2,895.9,2,1.0,8,16,17,0.9411764705882353,447.95,Apartment,1,1,1.0
Magarpatta,Mid-tier,4,1591.6,4,2.0,0,4,8,0.5,397.9,Apartment,2,1,3.3
Kondhwa,Outskirts,3,1110.7,3,1.0,8,3,14,0.21428571428571427,370.23333333333335,Builder Floor,2,1,13.1
Swargate,Central,3,1565.7,4,2.0,1,9,23,0.391304347826087,521.9,Apartment,2,0,2.8
Koregaon Park,Premium West,2,924.6,3,2.0,8,10,19,0.5263157894736842,462.3,Apartment,1,1,14.3
Bavdhan,Mid-tier,2,1029.6,2,3.0,12,0,5,0.0,514.8,Apartment,4,1,8.6
Undri,Outskirts,1,674.2,1,2.0,2,25,28,0.8928571428571429,674.2,Builder Floor,2,1,1.0
Bavdhan,Mid-tier,5,2795.3,5,0.0,18,3,20,0.15,559.0600000000001,Apartment,1,0,5.1
Undri,Outskirts,5,3631.4,5,2.0,2,4,7,0.5714285714285714,726.28,Apartment,5,1,9.4
Shivaji Nagar,Central,2,915.4,2,2.0,1,1,5,0.2,457.7,Builder Floor,3,1,4.2
Undri,Outskirts,2,1004.7,2,1.0,12,12,12,1.0,502.35,Apartment,2,1,0.4
Bavdhan,Mid-tier,3,1272.2,3,1.0,5,4,6,0.6666666666666666,424.06666666666666,Apartment,5,1,4.7
Aundh,Premium West,1,492.5,2,1.0,1,1,6,0.16666666666666666,492.5,Builder Floor,2,0,4.6
Undri,Outskirts,2,1024.0,3,2.0,8,7,12,0.5833333333333334,512.0,Apartment,4,1,7.6
NIBM Road,Outskirts,3,1769.3,4,2.0,18,5,12,0.4166666666666667,589.7666666666667,Apartment,3,0,5.4
Swargate,Central,2,1009.4,3,3.0,8,9,22,0.4090909090909091,504.7,Apartment,1,1,10.9
NIBM Road,Outskirts,4,2282.9,4,2.0,8,4,16,0.25,570.725,Villa,1,1,8.4
Swargate,Central,3,1375.1,3,2.0,5,13,16,0.8125,458.3666666666666,Apartment,0,1,7.5
Bavdhan,Mid-tier,4,1622.2,5,0.0,5,1,10,0.1,405.55,Apartment,5,0,5.0
Swargate,Central,4,2264.4,4,2.0,25,7,26,0.2692307692307692,566.1,Apartment,0,1,3.4
Balewadi,IT Corridor,1,514.7,1,1.0,3,7,13,0.5384615384615384,514.7,Apartment,3,1,3.8
Koregaon Park,Premium West,4,1498.5,4,1.0,2,0,5,0.0,374.625,Apartment,3,1,7.6
Shivaji Nagar,Central,2,1077.3,3,1.0,2,1,4,0.25,538.65,Apartment,5,1,10.3
Kothrud,IT Corridor,2,1177.1,2,2.0,25,12,15,0.8,588.55,Apartment,4,1,4.3
Wakad,Mid-tier,1,516.7,1,2.0,12,10,14,0.7142857142857143,516.7,Apartment,1,1,5.3
Ravet,Mid-tier,1,798.1,1,2.0,2,6,16,0.375,798.1,Apartment,3,1,11.9
